,rating
50356,1
19457,1
995,1
11114,1
35196,0
7651,1
39828,1
867,1
8551,0
4916,0
4365,0
34899,1
33602,1
1874,1
9701,0
4731,1
33541,0
41829,0
45046,0
3509,0
24419,1
49888,0
34208,0
1399,1
6527,1
31588,1
1420,1
48863,0
28825,0
21728,0
31388,0
18877,1
34226,0
40234,0
17479,0
39687,0
14978,0
31817,0
44199,1
45553,1
2852,1
20338,1
17689,0
4142,0
4638,1
34190,1
52363,0
43589,0
42952,1
4381,0
24725,1
13483,0
21965,0
19018,0
5888,1
44311,0
39879,1
34483,0
19047,0
36438,0
12068,1
48109,0
26302,1
20942,0
52052,1
45676,0
30502,0
38918,1
13822,0
38152,1
8819,0
51523,1
40410,1
21864,1
4620,1
19610,1
44265,1
39174,0
44171,1
49995,1
47738,0
15159,1
39337,1
36895,0
10154,0
45129,1
27040,1
15942,1
34283,1
40090,1
35371,0
45378,1
51187,1
52087,0
43244,1
7256,1
34925,0
15877,1
51652,0
12024,1
33203,0
15722,0
37529,0
17050,1
30682,0
26152,0
28532,1
44438,0
50995,0
39109,0
52067,0
51672,1
45281,1
26904,1
51625,0
13997,1
44877,0
47497,1
185,1
2990,1
28434,1
15964,1
43924,1
40353,1
49679,1
6789,1
348,0
35958,0
46847,1
51941,1
13025,0
18171,0
48857,1
1288,1
34317,0
9494,0
13000,1
33953,0
8959,1
47902,1
23999,0
3736,1
9447,1
49095,0
5411,0
19318,1
31036,1
31466,0
26756,1
25955,0
27334,0
14926,0
25827,1
2625,1
7278,0
38390,1
7385,1
25651,1
20442,0
50545,0
18488,1
3497,1
33306,0
14188,1
7872,1
45027,1
15263,0
10130,0
14520,1
33000,1
25674,1
1824,1
32635,1
31118,1
11008,1
29179,1
26511,0
23322,1
2200,1
9410,0
24992,1
40928,0
14233,1
36851,0
50552,1
6257,0
41887,0
8720,1
24466,0
37563,0
36645,0
34466,1
23969,1
48040,1
8115,0
28061,0
50404,1
4164,1
13856,0
8525,1
44482,1
507,0
29381,0
39394,0
3591,1
2395,0
4251,0
34838,1
35864,0
6768,0
11878,0
2283,0
16090,1
6019,1
43302,1
10813,0
42867,0
25737,0
6256,1
37326,0
47071,0
27392,0
34726,0
40215,1
7822,1
27633,1
42300,0
24535,1
33161,0
19647,1
35155,1
43436,0
30011,0
1269,1
3530,1
42591,0
8237,0
28563,0
3742,0
9303,0
44817,1
16989,0
9850,1
8296,0
44646,1
17512,1
10478,1
47947,1
32372,1
39792,1
42645,0
16318,1
4688,1
20232,0
19846,0
6742,1
41179,1
22199,1
24950,1
50510,0
11055,1
28910,1
21549,1
29310,1
12419,1
38092,1
1683,0
31269,0
9026,0
16820,0
8561,1
25600,1
18855,0
1686,0
15157,1
21477,0
26422,0
48065,0
8410,1
48045,1
22341,1
46612,0
3388,0
48787,0
19373,1
42322,0
48984,0
31590,0
52212,0
20036,0
40213,0
14196,0
33425,0
23499,1
43003,0
47922,0
20645,1
39900,1
41196,0
31720,1
41030,0
15702,1
21180,1
30205,1
16978,0
1375,1
203,1
32536,1
2325,0
29519,0
11676,0
19734,1
34528,0
15098,0
31193,0
520,0
34617,1
28686,0
28321,0
33992,1
7623,0
12170,1
35805,0
3900,0
47170,1
30836,0
31270,1
29591,1
51747,1
1247,1
9319,0
41945,0
48315,0
37808,1
51420,0
46785,0
28707,1
23926,1
46304,1
20467,0
5011,1
6895,1
19103,1
44796,0
2295,0
1905,0
17352,0
29545,0
39259,1
9510,1
30624,0
33773,0
45972,0
17980,0
15988,1
38441,0
29346,1
39636,1
48050,0
50477,1
13264,0
6866,1
29798,1
15684,1
27208,0
3873,0
32114,1
29231,1
9183,1
50742,0
42444,1
45665,0
30211,1
15211,1
6261,1
609,0
14242,0
29035,0
10837,1
22365,0
26508,0
5208,1
5539,1
10165,1
2372,1
48010,0
10601,1
49991,0
32379,1
6760,1
1031,1
16720,0
22849,1
5115,0
12552,0
41035,1
37591,1
24271,0
42791,0
12440,1
17691,0
12164,0
17832,0
9804,1
24607,0
9819,1
40176,1
37080,1
20639,0
15798,0
25933,1
38360,1
37196,1
14957,0
31795,0
8930,0
11600,0
14028,1
29501,1
30401,1
24720,0
16967,1
8882,0
26680,0
49125,1
28718,1
7697,1
39474,1
39042,1
10011,0
6415,0
28864,0
28986,1
23520,0
41882,0
7786,1
36289,1
17030,0
36101,0
14739,1
39461,1
44219,0
11826,0
51379,0
29740,0
5475,1
7617,0
27567,1
27857,0
11474,1
42431,0
21872,1
14432,1
50200,0
11733,0
29195,1
1137,1
10203,1
7188,0
37333,1
34141,0
41614,0
8956,0
3695,1
3589,0
47767,0
1318,1
45728,1
40401,0
40958,0
45263,1
40806,1
21693,1
41685,1
16287,0
10270,1
27433,0
2382,1
22868,0
49001,1
24335,0
48345,0
37614,1
42384,1
40603,0
11033,1
6383,1
30920,1
44619,1
15053,1
3214,0
21001,1
38094,0
8244,0
22406,1
6355,1
52248,0
35711,0
32195,1
39168,1
45550,1
50355,0
45050,0
22019,1
2174,1
26487,0
5278,1
13055,0
11460,0
16366,1
51151,1
48436,1
46970,0
48904,1
2532,0
49337,1
22737,1
10953,1
29335,0
31450,0
39500,0
11088,0
25866,0
19992,0
18253,1
28676,0
6735,1
46078,0
21518,1
10562,1
4568,0
40048,1
31617,1
30994,0
37459,0
43434,1
18160,0
12856,0
48353,1
51464,0
6013,0
34985,1
13601,0
41424,1
25660,1
7302,1
25515,1
59,1
3864,0
33419,1
13033,0
31923,1
43813,0
50113,0
34428,0
30299,0
50673,0
13689,1
4367,0
21723,1
10124,1
5930,1
45404,1
12621,0
18809,0
33741,1
47954,1
5514,0
37595,1
5181,0
50241,1
35459,1
3605,1
23265,0
1931,0
31419,1
31290,0
10433,0
30321,1
22634,0
43558,0
2888,0
26595,1
48629,1
33162,1
47846,1
15371,0
46132,1
16722,0
48685,1
592,1
3200,1
48726,0
49695,1
9680,1
49356,0
26077,0
37642,1
5097,1
40018,0
7891,0
3458,1
26404,0
14223,1
25661,1
50919,0
38813,1
14737,1
4886,1
16108,1
26916,0
33881,0
2315,0
6425,0
14406,1
30615,1
9501,1
41967,1
6946,1
22898,1
32010,1
27230,0
44086,1
12151,0
42045,0
40797,0
9606,1
3628,0
18883,0
3397,1
43346,0
10676,0
32769,0
14960,1
31913,0
29955,0
42697,1
366,0
24546,1
50900,1
50212,1
26164,0
28194,0
31792,0
9010,0
9361,0
47100,0
7492,1
49397,0
52096,1
21695,0
1534,0
35170,0
3690,0
10400,1
23049,0
41821,0
14925,1
19460,0
50294,0
40114,0
28014,1
8748,1
38203,1
3185,0
38301,0
19289,1
44436,0
33469,0
12502,1
5906,0
48949,0
2062,1
7179,1
35029,1
20401,1
37296,0
46516,0
24561,0
38887,1
18471,1
46650,1
44470,0
29847,0
13440,0
13501,0
10308,0
30950,1
44348,0
12982,1
52364,1
17353,0
6671,1
27922,0
28033,0
39479,0
11058,1
30533,0
45289,1
16701,0
45293,1
52405,0
39842,1
47078,1
13306,0
6761,0
40021,0
5992,1
51768,1
32934,1
23684,0
16109,1
26014,1
43091,1
23617,0
41729,1
5324,0
19548,1
52249,0
49943,0
26781,0
5195,1
15602,1
50582,1
49166,1
9958,0
7523,1
41522,0
47838,0
46614,1
19000,1
1680,0
30560,1
38655,0
47861,1
49648,0
5321,0
46315,1
42493,1
21144,0
49809,0
22435,0
29095,0
42284,1
11149,0
7590,0
12746,0
12945,0
48105,0
29874,1
10907,1
35636,0
7082,0
45167,1
47087,1
40415,0
11615,0
34252,0
30301,0
8573,1
38311,0
36523,0
8577,1
17103,1
28607,1
19219,1
20944,0
47913,1
35341,0
23231,0
49957,1
16727,0
190,0
12243,0
33016,0
50979,0
42611,1
41998,1
11913,1
27864,1
2172,1
49461,0
50725,0
346,1
7022,1
9692,1
31637,0
35327,1
20081,0
47258,1
18404,1
1594,0
50221,0
14309,0
3145,1
11448,0
38537,1
40414,0
13890,0
21145,1
47319,0
5386,1
17511,0
42619,0
6399,0
39094,1
5307,0
3985,0
49938,0
486,0
10900,0
23015,1
36892,1
7985,0
44009,0
13260,0
29339,1
17531,0
2033,1
17365,1
15409,1
4816,1
51476,1
23167,1
3007,0
12724,0
20226,1
900,0
39325,0
23620,0
39140,1
29900,0
36578,0
10984,0
44049,1
25547,0
27536,0
37220,1
12741,0
27578,1
51934,1
21692,0
44213,1
30265,1
22483,1
48444,0
27784,0
10524,1
8657,0
37914,0
32152,0
49711,0
13077,1
21152,0
8499,0
39085,0
22107,0
3014,1
30600,0
51501,1
40725,0
10150,0
14654,1
10500,1
36047,1
49954,1
7793,0
48658,1
14765,0
8522,1
272,1
6972,0
31229,1
38406,0
34501,1
38217,0
3208,1
883,1
2232,1
32513,1
23641,1
46045,0
8599,1
10988,0
19202,0
6219,1
15332,1
46602,1
8082,1
17692,0
6673,0
37935,0
21423,0
12782,1
9865,0
19224,0
37988,1
13060,0
48131,0
5893,1
13902,0
39326,0
46426,0
45307,1
28144,0
24505,1
14398,0
40721,1
42473,0
20185,0
5331,0
36582,1
29990,1
8879,0
18326,0
44778,1
47651,0
42327,1
16655,0
19757,0
12839,0
2596,0
8158,1
37239,1
40954,0
17181,1
5874,1
46075,0
13107,0
35837,0
37915,1
20212,0
7715,1
26827,1
26011,0
2520,1
40651,0
22690,1
2069,0
48753,0
45292,1
46286,1
350,0
25905,0
47361,1
48717,0
46441,0
45595,0
39647,0
43353,0
11716,1
33001,0
48838,1
35785,1
6515,1
4709,0
4798,1
27829,0
6532,1
46019,1
7708,0
36260,1
48755,1
30850,0
30849,1
18382,0
30519,1
45543,0
35236,1
11430,0
20898,0
46279,1
28191,1
421,0
45380,0
31460,1
31433,0
43274,1
50168,1
11391,0
2887,1
12545,0
38906,0
43629,1
15841,0
26005,0
2433,1
32101,1
8463,0
2922,0
20864,1
49654,1
29973,1
50365,1
50492,1
2813,0
4215,1
26599,1
35183,0
42696,1
39669,1
45026,1
3656,1
44424,0
44686,0
30123,1
2536,1
49990,1
11888,1
8414,1
41333,1
21441,0
45002,1
7372,1
9758,1
48179,0
24590,0
4160,0
13873,0
43342,1
5675,1
4939,0
1903,0
46927,0
41797,0
31155,0
41699,0
41042,1
48640,1
46292,0
14617,1
4912,1
37828,0
21936,0
27848,0
27418,0
20348,1
2068,1
9449,1
30347,0
29777,1
22999,1
9469,0
34704,0
4226,1
20740,0
15085,1
13912,0
44001,1
31782,1
23221,1
13630,1
3262,1
37132,1
29330,0
49293,1
25036,0
8848,1
6010,1
1617,1
32749,1
13787,0
47229,0
50633,1
50125,1
45466,0
48618,0
39410,0
17603,0
32463,0
25708,1
20722,1
40366,1
37070,0
37124,0
33999,1
7698,1
30686,1
51565,1
43827,0
45124,1
3957,1
48613,1
33902,0
43348,0
30529,0
26406,0
14996,0
3082,0
45207,1
44185,1
37069,1
14371,1
23672,1
46462,1
35485,1
35282,1
4279,0
6722,1
40464,1
49232,1
15965,1
1885,1
22464,1
13031,0
1070,1
49481,1
9864,1
51772,1
42494,1
45212,0
13334,0
44739,0
9201,0
51979,1
47144,1
1192,1
9482,1
44932,1
49916,1
25771,0
23930,1
28893,1
11627,1
16631,1
14898,0
7776,1
34504,0
46949,1
52310,0
38016,0
29107,1
44527,1
51572,1
35855,0
21773,1
35095,1
50647,1
16216,1
14288,0
48468,0
33896,1
1151,1
21089,1
41377,0
1035,0
809,0
43875,0
12538,0
43252,1
8382,1
18154,0
3164,1
44873,1
8708,1
44273,0
48536,0
27363,1
32597,0
50801,1
8174,0
2475,0
24502,0
51777,0
7236,1
26578,1
42734,0
35487,0
12253,1
7703,1
17775,0
16056,1
45865,1
13053,0
7939,0
37811,0
31383,0
29574,0
19438,0
2260,1
14612,0
16728,1
3968,0
40611,1
4642,1
21453,0
3387,0
44383,1
32893,0
2688,0
9158,0
8690,0
45919,1
10474,0
42177,1
47817,0
27983,0
25506,1
30005,1
48884,1
10680,1
20146,1
50484,1
23402,1
14074,0
41045,0
18329,0
9802,1
43146,0
17000,0
10112,0
4072,0
22520,0
51566,0
14727,1
12658,1
25177,0
11104,1
21311,0
1419,0
19509,1
43855,1
2453,0
5047,1
2521,1
40960,0
24707,0
5294,1
34116,1
49215,0
41175,1
44351,1
51886,0
39084,0
38382,1
43551,0
30706,0
17448,0
14677,1
48214,0
20961,1
39175,1
44523,1
6062,1
10923,1
14500,0
15832,1
569,1
22094,0
1066,1
267,0
14469,1
44366,0
11653,1
32105,0
13155,0
24717,1
9430,1
38327,0
15821,1
12384,0
48397,0
31401,0
47428,0
13258,0
5076,0
5160,0
51303,1
45426,1
32476,0
32395,0
4035,0
45507,1
6986,1
44766,0
30969,0
26589,1
37785,0
46024,1
4427,0
26255,0
21327,1
4753,1
1615,0
26008,1
12844,0
9040,0
11555,1
47167,1
48285,1
26610,0
12136,0
4397,1
12763,0
41314,0
10830,1
4891,0
10160,1
5894,0
25306,1
30539,1
50904,1
33441,0
38480,0
44805,0
8201,0
3486,0
1989,0
2489,0
30509,1
21830,0
4341,1
23137,1
39913,0
1512,1
25603,1
24840,0
40525,0
12385,0
5736,1
4607,0
1267,1
35604,0
27516,0
15790,1
35332,1
17660,0
49282,0
8490,1
22922,1
11645,1
4765,1
8798,1
39837,1
48276,1
34458,1
43723,1
17855,0
37795,1
10159,1
5103,0
37697,0
9272,0
23496,1
3889,0
33049,1
22548,0
581,1
40086,1
49073,0
6766,1
21175,1
282,1
31518,1
3435,1
11685,0
34172,0
47835,1
27797,0
48547,0
47219,1
40194,0
5340,1
4323,1
40108,0
6494,0
23176,1
41332,0
26016,1
44376,0
7217,1
38111,0
29122,1
16403,1
27663,0
40006,1
45963,0
2792,1
37282,0
37309,1
22357,1
25503,1
11282,1
475,1
18255,1
9938,1
1145,0
13806,0
4583,0
3818,1
16532,1
12792,1
42405,0
2482,1
27686,1
30820,0
44703,0
22321,1
3258,1
23291,1
7289,0
44826,1
1376,0
26239,1
44734,0
45649,0
7011,1
1458,1
44717,0
24803,0
25736,0
36956,1
15386,0
41432,0
51217,0
39884,0
47717,0
25703,1
45819,1
6041,0
15127,0
4721,1
17880,1
16256,0
25111,0
6597,1
11360,1
6441,1
23438,0
38628,1
1991,0
35315,1
50845,1
20367,1
5134,0
34465,0
19576,1
28476,1
39189,0
41452,0
36675,0
1453,1
10250,1
22660,0
21771,1
14716,0
52202,0
15015,0
2735,1
30031,0
8183,1
50678,1
30338,1
3412,1
34161,1
46088,0
50258,1
46463,0
14764,0
27837,1
50586,1
43822,1
26988,0
30452,0
14306,1
11480,0
19958,1
2747,1
38179,0
4233,0
2217,1
37603,0
15987,1
4687,1
31219,0
43448,1
3475,1
3978,1
10976,0
30936,1
23086,1
52021,0
12588,0
11853,1
22577,1
4656,0
17636,1
36810,0
8467,1
13067,0
17701,0
50467,1
12895,1
40487,1
1582,0
44916,1
42020,0
33974,0
7566,0
9520,0
31044,1
48747,1
42995,1
31513,1
35879,1
51205,1
20,0
9439,1
26545,0
31103,1
48628,0
22755,0
24366,1
52224,1
7066,0
20979,0
49216,1
889,0
26571,1
47957,0
5083,1
50310,0
36447,1
47174,0
49718,0
1367,0
45165,1
32560,1
3481,1
5762,1
8837,1
42622,1
15413,1
37336,0
5682,1
32000,0
33195,1
20361,1
26684,1
20183,0
41963,1
45598,1
29535,0
27672,1
1784,0
7908,0
39491,1
29407,0
43719,0
34855,1
773,0
28904,0
17650,0
50461,0
11889,0
5413,1
51521,0
51293,1
40600,1
18260,1
38075,0
9793,1
44578,0
37941,1
16002,1
30924,0
41695,0
43339,1
14537,1
210,1
22709,0
10050,1
6213,0
601,1
48692,1
50116,1
30663,0
10523,1
19924,1
23403,0
32801,1
252,1
39480,0
16517,1
52139,1
43093,1
5447,0
6786,1
12949,1
7503,0
14142,1
30365,0
4560,0
15581,1
20254,0
7594,0
24370,0
42218,1
27654,0
43858,0
6636,0
10176,0
44604,1
32941,1
4171,1
51729,0
50131,0
27824,1
45374,0
45217,1
22740,1
51482,1
48100,0
52010,0
17525,0
8509,1
52108,0
4263,0
51084,1
39271,1
35106,1
3350,1
4268,1
38133,1
15444,1
13967,0
15105,1
20913,0
8052,1
254,1
10706,0
40219,1
42348,0
18822,1
11011,1
3,1
47147,0
51388,0
6448,0
18224,1
10529,1
44747,0
21258,0
13285,0
9133,1
33507,0
32929,1
11016,1
49470,0
11575,1
28706,0
21967,0
49840,1
6324,0
590,1
40583,0
11265,0
12715,0
806,0
28494,1
38610,0
35978,0
35575,0
5921,1
42492,0
12138,1
35197,1
23308,1
38704,0
23408,1
36133,1
9305,0
4612,0
17161,1
9833,1
13754,1
40755,0
16463,1
11112,1
6817,0
41340,0
3264,1
43638,0
38231,0
5207,0
5063,1
3625,1
14945,0
37251,1
48486,0
29500,1
49617,0
49635,1
41036,0
47800,1
33900,0
14186,1
18707,0
17172,1
37872,1
41710,0
15838,1
50749,0
2091,1
3649,1
624,1
21474,0
28320,0
37392,0
317,1
19244,0
22453,1
38532,0
7691,0
17199,1
48762,1
47213,1
37469,1
39156,0
17792,1
1930,1
33719,1
10217,1
26437,0
38396,1
18090,1
42634,0
39052,0
31525,1
34616,1
5180,0
8687,0
35035,1
34491,0
5812,1
29891,0
42839,0
431,0
32426,1
36836,0
12518,1
33408,0
10296,1
17883,0
8495,0
1407,1
29789,0
179,0
19883,0
26403,0
48328,1
41817,1
37538,1
31316,1
45764,0
21595,1
32501,1
36787,1
39645,0
17409,1
8958,1
51514,1
42822,1
42571,1
8148,1
45937,0
19259,1
198,0
26759,0
23832,0
50313,1
12695,1
7156,1
48911,0
41326,0
7030,1
8911,1
1197,0
14768,1
3381,0
52369,0
40976,1
13006,1
39941,1
28152,1
25969,0
41327,0
34096,0
11457,1
48778,1
25104,1
21314,0
24646,1
36164,0
16834,1
17369,0
41282,1
52172,0
14633,0
10502,1
37498,1
34361,0
4210,1
50070,0
5735,0
32796,1
7114,0
45265,1
35976,0
22106,0
37774,0
449,1
4047,0
1113,1
17124,0
51445,0
24421,0
20447,0
214,1
14210,0
27292,0
38132,1
41989,1
34292,0
11829,0
4949,1
2944,0
18516,1
15434,0
23280,0
44661,1
14407,1
31724,0
16004,1
9803,0
14276,1
42852,0
1155,1
22930,1
47867,0
9568,0
50195,0
44524,1
35763,0
7744,1
10769,1
36764,0
48369,1
32978,0
4023,0
8835,0
2947,1
27833,0
12374,1
47394,1
235,1
35210,0
43931,0
42307,1
51424,1
49247,0
47350,1
7118,0
4686,1
9353,1
6105,1
38521,0
42897,1
31761,1
1816,1
50203,1
11338,0
45187,0
10831,1
1034,1
37439,1
40589,0
25698,1
47749,0
11255,1
15749,1
6034,0
34770,1
52155,0
417,0
12776,0
41331,1
15402,1
35715,0
31505,0
41144,0
46703,1
51359,0
36919,1
9293,1
5500,1
10955,1
28899,1
45216,1
46565,1
25434,0
7430,0
22447,1
43375,1
7451,1
13484,1
48551,0
13931,0
49716,0
714,0
45131,0
32625,1
7077,0
3039,1
17249,0
15081,0
51868,0
10324,0
4225,1
33645,0
13401,1
33818,1
35211,0
6591,1
51982,1
5880,1
35629,1
22243,0
22362,1
23541,0
44874,0
26731,1
15898,0
17311,1
1722,1
48,0
15693,0
44477,1
8156,1
48115,1
28306,0
17538,1
4223,0
22733,1
39640,1
45399,1
9154,1
10764,1
5751,1
48295,0
7615,0
4459,0
10449,1
30865,0
45324,0
16153,0
39717,1
2020,1
34630,0
13868,1
5915,1
25797,1
38556,0
29539,0
21446,1
24345,0
1861,1
1497,0
3506,0
26140,1
40962,0
40196,1
11668,0
41597,0
44880,1
9879,0
1096,0
20833,0
47866,1
31004,1
45509,0
39451,0
11125,0
28403,0
36788,1
14487,1
5504,1
4699,1
3033,1
36945,0
1927,1
16343,1
48011,1
35131,0
11023,0
20332,1
11161,0
24275,1
40045,0
46690,0
21914,1
44154,1
5442,0
31089,0
2953,0
37966,1
8670,0
47321,0
30678,1
5074,1
36288,0
27272,1
10201,1
1993,0
5864,0
27312,0
15718,0
47804,0
14695,0
9064,0
26277,1
30434,1
34970,0
35564,1
35044,0
41723,0
33484,0
38511,1
32791,0
5119,1
8817,0
17619,0
46818,0
36541,1
6123,1
16458,0
6233,0
20600,1
6487,0
16514,0
26675,0
12661,0
32302,1
27678,0
36991,0
36823,0
13663,0
13176,1
9585,1
4828,0
52007,0
52341,0
32330,0
29454,0
50862,1
10508,1
16856,0
12501,0
5173,1
20629,1
14195,0
8900,1
34723,0
34929,0
37299,1
14156,1
7094,0
10593,1
15128,1
15780,0
35217,0
23957,1
46859,0
38110,1
29141,0
6457,0
17477,1
26980,0
23382,1
10725,0
46953,1
39308,1
8980,1
42156,1
29182,0
30464,1
34508,0
1819,1
14143,0
15324,1
50583,1
32094,1
24418,1
43950,1
29226,1
10763,1
5594,1
12284,1
27653,0
32865,1
9899,1
1672,1
32533,0
11879,1
38964,1
32630,0
51185,0
6856,0
35743,0
47614,1
12673,1
13749,1
7655,1
16203,1
9487,0
10058,1
2937,0
9499,0
18969,0
44648,0
40264,0
2658,1
16809,1
26010,0
22285,1
33736,0
1812,1
9895,0
18869,0
10310,0
28870,1
4672,0
2693,0
11850,0
33351,1
26271,0
18619,0
3514,0
1330,1
46402,0
2336,1
2483,1
31713,1
23100,1
4198,1
20644,0
20791,1
31685,1
33548,1
13432,0
35980,0
1421,1
35030,0
41463,1
22744,1
7491,1
15022,1
6912,0
23994,0
12296,1
39302,0
28493,0
36083,0
20935,0
19094,0
4581,1
40872,0
50795,1
18640,1
13049,1
43700,1
48924,0
24599,0
19807,0
26417,1
30748,1
46731,0
12191,0
18400,0
15441,0
31741,0
3518,1
48972,1
34798,0
3775,0
32384,1
13859,1
42846,0
30715,1
40677,1
50136,0
1475,0
43788,0
21122,1
47314,0
16810,0
5667,0
27803,0
35305,0
37979,0
13444,1
38949,1
394,1
24677,1
17695,0
7904,0
27780,1
28273,1
50028,0
5569,1
28595,0
11476,0
21239,1
31634,0
10329,1
3017,1
43623,1
41752,1
18195,0
49086,0
38070,1
48023,1
51674,0
32845,0
32154,1
34311,0
13782,0
10724,1
15302,1
32235,1
16486,1
10669,1
42858,0
14933,0
11954,1
8924,1
10453,1
27383,1
13703,0
26750,0
9618,0
47390,1
9249,1
48209,0
30528,1
49186,1
35228,1
36136,0
50228,1
3529,1
4222,0
9202,1
40669,0
41567,1
45964,0
42963,0
24625,1
36937,0
35826,0
725,0
14834,0
29512,1
32493,0
31565,1
15740,1
8249,0
33756,1
42503,0
42309,0
35920,0
14511,1
6652,0
8347,1
1624,1
15339,1
7922,0
5306,0
2090,0
16784,1
22509,1
35723,0
24059,1
16402,1
8749,0
48898,0
8329,1
50908,1
7608,1
45971,1
3788,0
21923,0
40956,0
42816,1
51435,0
27566,0
8283,0
49700,1
23940,1
29642,1
51419,0
51779,0
11665,0
39287,0
26376,0
1740,0
44665,0
51399,0
32322,0
1449,1
36087,1
48491,1
13370,0
4867,1
733,0
10886,1
34766,1
2541,0
9458,0
42758,1
34050,1
24328,0
23121,0
32140,0
28234,1
11654,1
40251,1
31249,0
7269,0
14715,0
37,0
40827,1
48060,0
2872,1
3057,0
40079,1
23529,1
41213,0
154,1
32995,0
49378,1
12871,0
33353,1
43666,0
51094,0
23523,0
23561,0
4754,0
45419,0
115,1
28727,1
384,1
3299,0
42847,1
32472,0
12946,1
18544,1
22042,0
43141,0
46288,1
20570,0
10068,1
10701,1
35028,0
11346,1
39324,0
50796,1
19829,0
23374,0
34691,1
23649,0
41454,1
44474,1
20865,1
24457,0
33799,0
15609,1
51075,0
29010,1
33971,0
17126,1
3294,1
43756,1
28275,1
47880,0
29192,0
15297,0
23883,1
14493,1
13978,1
8333,1
36044,1
92,0
26652,0
36152,0
49322,0
40811,1
5990,1
24608,1
43630,1
47815,0
35549,0
3619,0
1153,1
40564,0
51659,1
20517,1
2675,0
48650,1
12805,1
51520,0
42940,1
51946,0
8116,1
9856,1
6576,1
1717,0
47965,0
21943,0
44131,0
15527,1
42175,0
47990,1
43643,0
325,0
6943,1
44921,0
4236,1
36383,1
34601,0
35768,1
18330,0
9631,0
24536,1
127,1
29475,0
5738,1
2794,1
6626,0
13548,0
16071,0
51203,0
20478,1
42729,0
3623,1
786,1
26964,0
48403,1
16926,1
33303,1
50352,1
24669,0
177,0
22834,0
31,1
46709,1
14491,0
12817,1
15586,0
20495,1
47573,0
16698,0
7635,0
36856,0
3206,0
48402,0
36571,1
45878,1
26270,0
26325,0
19214,1
35934,1
17782,0
21029,0
42924,0
7720,1
23254,0
17662,0
15359,1
7295,0
34906,1
35105,1
35233,0
34777,0
46937,0
26746,1
40034,0
638,1
52192,0
23324,0
12902,1
40412,1
3899,1
43298,1
3875,1
46615,1
48408,1
47153,1
31023,1
31748,1
37017,0
29796,0
78,1
12200,1
17356,0
49012,0
46222,1
7771,0
19785,1
5717,0
25851,1
35065,0
27847,1
7487,1
571,0
31742,0
34875,1
897,1
2024,1
9005,0
43976,0
9825,1
44137,0
44034,0
46249,1
33962,1
49961,0
47530,0
34978,1
45037,0
18285,0
39854,0
25527,0
27185,1
50623,1
8006,1
25398,1
33549,1
5986,0
10626,1
11001,1
7449,1
44784,0
3512,0
8918,1
14315,1
42440,1
15642,1
2863,0
7944,0
48298,0
39780,0
42458,1
32175,0
51414,1
33857,1
5984,0
28046,0
15891,0
23699,0
44447,1
8424,1
8395,1
46476,1
20116,1
21416,0
36575,0
10157,1
14989,0
51845,0
12147,0
25253,1
14130,1
39910,0
33509,1
51253,1
44289,0
16935,1
9028,1
17968,1
24183,0
37857,1
849,1
33609,1
13882,0
9729,1
44258,0
297,1
12085,0
47789,1
6863,0
5809,1
11708,1
38276,0
30829,1
51227,1
6314,1
22824,1
16612,0
28739,1
14705,1
80,1
6907,1
23486,1
51856,1
24158,0
50489,1
7196,1
26447,1
47260,0
10710,1
34500,1
4906,1
1334,0
48155,1
45615,0
31781,1
47262,1
20075,0
8114,0
22571,0
17262,1
47578,1
52295,1
16682,0
42268,1
34839,1
42072,1
27321,1
49871,1
40,0
38950,1
27412,1
50279,1
27472,1
15317,0
14105,1
15084,1
47456,0
30372,1
16595,0
41362,0
8415,0
41588,0
29457,0
51387,0
24924,0
43127,0
2780,1
33919,1
13393,1
40315,1
50178,1
15606,0
38745,0
15025,0
21137,1
10555,1
37041,1
4025,1
22752,0
26207,0
21489,0
5969,0
22409,0
18447,0
4716,0
7947,0
50968,0
50620,1
31517,0
5408,0
12701,1
6120,0
278,1
42423,1
30322,1
11078,0
42588,0
6159,1
41279,1
18623,0
17468,0
51778,1
29793,1
13250,0
8271,1
39453,0
36954,1
19547,0
23132,1
6813,1
22109,0
45213,0
29688,0
11433,0
33890,0
25857,1
23294,0
12303,1
9406,0
40396,1
1487,1
45840,1
38059,1
31618,1
32727,0
51524,1
24668,1
23792,1
52416,1
34918,0
2510,1
47650,0
31805,0
28022,1
51765,0
51055,1
47991,0
44975,0
34861,0
10369,1
3311,0
16829,0
15221,1
21349,1
48855,0
17544,1
49291,1
1501,1
25140,0
8825,1
39372,0
38969,1
50609,1
7728,1
4859,0
15042,1
39524,0
25874,0
33553,0
38508,0
18738,0
25903,0
11732,0
22459,1
49353,0
38039,0
14726,0
821,1
46152,1
7165,1
32910,0
19420,0
23619,0
37608,1
36474,1
15253,1
21105,0
21949,1
4580,0
15944,0
17282,0
41913,1
47531,1
29202,0
32754,0
16864,0
38797,1
27126,0
1189,1
45891,1
39946,0
1940,0
23625,0
4146,0
7448,1
18801,1
40584,1
9644,1
31903,0
32179,1
34883,1
28101,1
47952,0
33371,0
42371,1
21780,0
5886,0
30328,0
28402,0
27575,0
45029,0
44613,1
23817,0
4629,1
47135,0
33310,0
1547,1
27523,0
9726,1
14741,1
50891,0
8949,1
8429,1
28186,0
13842,0
29168,1
19095,0
15999,0
9646,1
49850,1
48090,1
6878,0
